complaint_id,fraud_type,transaction_amount,transaction_count,complaint_count,location,latitude,longitude,location_risk,withdrawal_distance,withdrawal_hour,previous_cases,hotspot
CP-00553,Online Shopping Fraud,1888,11,8,Thane,19.2183,72.9781,0.85,40.42,19,5,0
CP-00554,Investment Fraud,58987,3,6,Mumbai,19.076,72.8777,0.57,28.51,4,15,0
CP-00555,Phishing,29181,13,16,Pune,18.5204,73.8567,0.23,13.59,7,1,0
CP-00556,UPI Fraud,47849,7,16,Thane,19.2183,72.9781,0.92,44.14,1,10,1
CP-00557,Identity Theft,68837,11,9,Kolhapur,16.705,74.2433,0.83,13.53,17,5,0
CP-00558,Identity Theft,50113,6,19,Kolhapur,16.705,74.2433,0.65,41.86,16,8,0
CP-00559,Online Shopping Fraud,68181,7,12,Mumbai,19.076,72.8777,0.82,17.58,15,0,0
CP-00560,Phishing,58158,3,8,Mumbai,19.076,72.8777,0.08,32.35,6,4,0
CP-00561,Identity Theft,47977,10,4,Mumbai,19.076,72.8777,0.66,21.02,10,3,0
CP-00562,Phishing,63259,8,7,Kolhapur,16.705,74.2433,0.59,32.54,13,0,0
CP-00563,UPI Fraud,17262,10,19,Pune,18.5204,73.8567,0.16,31.66,1,4,0
CP-00564,Investment Fraud,34350,15,6,Mumbai,19.076,72.8777,0.52,20.57,18,0,0
CP-00565,Identity Theft,28889,8,20,Pune,18.5204,73.8567,0.99,43.43,5,7,1
CP-00566,Phishing,19205,13,19,Thane,19.2183,72.9781,0.82,9.5,21,8,1
CP-00567,Phishing,90361,6,15,Kolhapur,16.705,74.2433,0.6,3.91,12,12,1
CP-00568,Online Shopping Fraud,2670,4,17,Pune,18.5204,73.8567,0.86,25.47,13,4,0
CP-00569,UPI Fraud,23755,8,20,Pune,18.5204,73.8567,0.6,43.95,17,3,0
CP-00570,Online Shopping Fraud,86927,3,20,Nashik,19.9975,73.7898,0.54,0.56,21,13,1
CP-00571,Investment Fraud,49046,14,2,Nashik,19.9975,73.7898,0.7,21.73,15,12,0
CP-00572,UPI Fraud,97675,15,19,Thane,19.2183,72.9781,0.1,7.13,15,7,0
CP-00573,Online Shopping Fraud,78919,15,18,Nagpur,21.1458,79.0882,0.41,9.86,22,0,0
CP-00574,Investment Fraud,15944,9,1,Thane,19.2183,72.9781,0.38,10.67,10,13,0
CP-00575,Online Shopping Fraud,20787,7,19,Pune,18.5204,73.8567,0.25,42.82,13,11,0
CP-00576,Investment Fraud,89708,7,7,Nagpur,21.1458,79.0882,0.41,39.3,15,5,0
CP-00577,Phishing,73233,8,9,Thane,19.2183,72.9781,0.99,29.09,22,12,1
CP-00578,Phishing,86913,2,8,Aurangabad,19.8762,75.3433,0.45,35.12,5,3,0
CP-00579,Phishing,53002,13,11,Thane,19.2183,72.9781,0.8,30.89,21,1,0
CP-00580,UPI Fraud,83845,1,3,Nashik,19.9975,73.7898,0.82,23.85,19,13,0
CP-00581,Online Shopping Fraud,34983,4,12,Pune,18.5204,73.8567,0.08,2.37,12,12,0
CP-00582,Identity Theft,68789,5,20,Kolhapur,16.705,74.2433,0.06,38.79,5,15,0
CP-00583,Online Shopping Fraud,26938,14,17,Pune,18.5204,73.8567,0.29,2.16,19,7,0
CP-00584,Investment Fraud,88845,1,12,Mumbai,19.076,72.8777,0.24,0.51,5,2,0
CP-00585,UPI Fraud,52854,6,13,Aurangabad,19.8762,75.3433,0.41,10.42,0,2,0
CP-00586,Online Shopping Fraud,37789,12,18,Thane,19.2183,72.9781,0.92,17.73,8,7,1
CP-00587,Online Shopping Fraud,60106,15,13,Mumbai,19.076,72.8777,0.57,13.42,13,3,0
CP-00588,Identity Theft,66451,5,11,Pune,18.5204,73.8567,0.95,40.25,8,8,1
CP-00589,Online Shopping Fraud,74315,8,8,Nashik,19.9975,73.7898,0.76,48.08,14,14,0
CP-00590,Investment Fraud,4084,8,4,Aurangabad,19.8762,75.3433,0.26,19.44,7,7,0
CP-00591,UPI Fraud,46781,9,18,Nashik,19.9975,73.7898,0.01,41.69,7,9,0
CP-00592,Investment Fraud,88802,12,11,Nashik,19.9975,73.7898,0.08,46.6,15,10,0
CP-00593,Phishing,75697,5,6,Mumbai,19.076,72.8777,0.95,34.31,6,15,1
CP-00594,Phishing,96894,4,9,Mumbai,19.076,72.8777,0.21,10.54,7,11,0
CP-00595,Online Shopping Fraud,14483,2,3,Aurangabad,19.8762,75.3433,0.68,33.34,19,0,0
CP-00596,Identity Theft,63714,6,20,Pune,18.5204,73.8567,0.32,44.96,18,8,0
CP-00597,Identity Theft,67495,5,13,Mumbai,19.076,72.8777,0.22,29.04,1,13,0
CP-00598,UPI Fraud,4768,9,12,Thane,19.2183,72.9781,0.39,34.47,5,14,0
CP-00599,Online Shopping Fraud,68422,8,11,Kolhapur,16.705,74.2433,0.69,1.09,6,12,1
CP-00600,Investment Fraud,43155,6,20,Pune,18.5204,73.8567,0.86,9.76,8,7,1
CP-00601,Investment Fraud,80858,6,12,Nashik,19.9975,73.7898,0.18,21.49,13,11,0
CP-00602,UPI Fraud,53006,5,15,Aurangabad,19.8762,75.3433,0.18,6.99,18,7,0
CP-00603,Phishing,35882,13,8,Kolhapur,16.705,74.2433,0.56,42.89,6,4,0
CP-00604,Identity Theft,1776,3,14,Nashik,19.9975,73.7898,0.5,49.78,20,10,0
CP-00605,Phishing,33395,9,19,Nagpur,21.1458,79.0882,0.05,5.4,5,1,0
CP-00606,Online Shopping Fraud,33830,8,4,Aurangabad,19.8762,75.3433,0.45,17.07,11,11,0
CP-00607,Online Shopping Fraud,34279,6,1,Thane,19.2183,72.9781,0.41,17.88,21,6,0
CP-00608,Online Shopping Fraud,85679,11,18,Thane,19.2183,72.9781,0.17,39.13,11,10,0
CP-00609,Phishing,97037,8,3,Nashik,19.9975,73.7898,0.38,14.68,20,4,0
CP-00610,Phishing,44722,7,20,Kolhapur,16.705,74.2433,0.57,42.52,2,2,1
CP-00611,Investment Fraud,30412,6,11,Nagpur,21.1458,79.0882,0.65,35.67,19,12,0
CP-00612,UPI Fraud,48100,12,19,Nashik,19.9975,73.7898,0.52,22.79,5,5,1
CP-00613,Phishing,95890,4,9,Mumbai,19.076,72.8777,0.94,35.18,2,6,1
CP-00614,Identity Theft,14001,2,3,Nashik,19.9975,73.7898,0.94,23.92,1,0,0
CP-00615,Phishing,11411,2,9,Thane,19.2183,72.9781,0.62,4.67,12,9,0
CP-00616,UPI Fraud,97177,5,15,Mumbai,19.076,72.8777,0.63,7.0,5,0,0
CP-00617,Online Shopping Fraud,47271,14,11,Kolhapur,16.705,74.2433,0.86,23.63,17,8,1
CP-00618,Online Shopping Fraud,18209,12,18,Nashik,19.9975,73.7898,0.18,30.08,20,13,0
CP-00619,Identity Theft,84324,9,10,Kolhapur,16.705,74.2433,0.91,24.34,7,2,0
CP-00620,Investment Fraud,48443,7,9,Nagpur,21.1458,79.0882,0.16,1.02,16,4,0
CP-00621,UPI Fraud,61998,9,1,Nagpur,21.1458,79.0882,0.69,24.85,15,9,0
CP-00622,Phishing,56918,13,10,Aurangabad,19.8762,75.3433,0.6,39.94,17,11,0
CP-00623,Identity Theft,73972,7,13,Nashik,19.9975,73.7898,0.25,35.89,20,12,0
CP-00624,Investment Fraud,34969,2,14,Mumbai,19.076,72.8777,0.63,26.07,19,8,0
CP-00625,Investment Fraud,97876,9,9,Kolhapur,16.705,74.2433,0.41,42.75,5,4,0
CP-00626,Investment Fraud,83978,8,20,Pune,18.5204,73.8567,0.45,35.17,15,6,0
CP-00627,Phishing,20442,1,18,Pune,18.5204,73.8567,0.02,48.63,9,8,0
CP-00628,Investment Fraud,57964,12,1,Kolhapur,16.705,74.2433,0.23,7.96,15,6,0
CP-00629,UPI Fraud,41338,13,16,Nashik,19.9975,73.7898,1.0,23.45,1,10,1
CP-00630,Phishing,98878,3,2,Aurangabad,19.8762,75.3433,0.27,19.92,17,15,0
CP-00631,Identity Theft,33278,14,13,Mumbai,19.076,72.8777,0.83,6.54,22,7,1
CP-00632,Identity Theft,58559,4,2,Aurangabad,19.8762,75.3433,0.2,36.9,3,6,0
CP-00633,Investment Fraud,89818,5,11,Nashik,19.9975,73.7898,0.16,36.55,23,3,0
CP-00634,UPI Fraud,84192,5,7,Nashik,19.9975,73.7898,0.36,3.08,21,6,0
CP-00635,Identity Theft,83456,7,11,Mumbai,19.076,72.8777,0.02,39.82,18,3,0
CP-00636,Investment Fraud,32362,1,2,Aurangabad,19.8762,75.3433,0.58,34.69,22,4,0
CP-00637,UPI Fraud,12228,4,6,Aurangabad,19.8762,75.3433,0.5,34.45,10,1,0
CP-00638,Online Shopping Fraud,84985,3,18,Nagpur,21.1458,79.0882,0.79,6.73,7,10,0
CP-00639,Identity Theft,84995,13,12,Aurangabad,19.8762,75.3433,0.81,22.22,6,0,0
CP-00640,Online Shopping Fraud,95448,3,9,Nagpur,21.1458,79.0882,0.9,24.52,14,9,0
CP-00641,Investment Fraud,64737,4,19,Kolhapur,16.705,74.2433,0.19,17.71,23,14,0
CP-00642,Investment Fraud,78970,15,18,Aurangabad,19.8762,75.3433,0.16,26.79,14,9,0
CP-00643,UPI Fraud,48618,8,1,Thane,19.2183,72.9781,0.78,25.54,23,5,0
CP-00644,Phishing,48220,13,20,Thane,19.2183,72.9781,0.24,36.19,21,12,0
CP-00645,UPI Fraud,90051,8,18,Thane,19.2183,72.9781,0.15,14.51,13,10,0
CP-00646,Phishing,69076,11,3,Pune,18.5204,73.8567,0.04,46.92,5,1,0
CP-00647,Online Shopping Fraud,64118,4,4,Pune,18.5204,73.8567,0.03,32.27,12,15,0
CP-00648,UPI Fraud,92422,10,9,Thane,19.2183,72.9781,0.05,11.43,22,2,0
CP-00649,Investment Fraud,86450,8,3,Mumbai,19.076,72.8777,0.47,32.13,11,13,0
CP-00650,UPI Fraud,93355,1,20,Aurangabad,19.8762,75.3433,0.27,2.51,2,9,0
CP-00651,Online Shopping Fraud,68589,2,4,Mumbai,19.076,72.8777,0.73,26.82,6,6,0
CP-00652,Online Shopping Fraud,33105,10,6,Kolhapur,16.705,74.2433,0.56,28.13,23,3,0
CP-00653,Online Shopping Fraud,88907,8,14,Nagpur,21.1458,79.0882,0.88,8.76,5,12,1
CP-00654,Online Shopping Fraud,86684,3,18,Nagpur,21.1458,79.0882,1.0,22.43,11,10,1
CP-00655,Identity Theft,49222,7,14,Nagpur,21.1458,79.0882,0.83,16.51,7,6,0
CP-00656,UPI Fraud,72620,15,9,Aurangabad,19.8762,75.3433,0.36,22.89,12,0,0
CP-00657,Phishing,78587,1,17,Nagpur,21.1458,79.0882,0.14,44.57,0,9,0
CP-00658,UPI Fraud,41775,1,9,Mumbai,19.076,72.8777,0.92,25.81,18,4,0
CP-00659,Phishing,60841,6,5,Pune,18.5204,73.8567,0.14,18.67,18,7,0
CP-00660,Investment Fraud,39861,2,19,Nagpur,21.1458,79.0882,0.4,45.94,23,2,0
CP-00661,Online Shopping Fraud,63746,3,16,Aurangabad,19.8762,75.3433,0.83,34.63,18,3,0
CP-00662,Identity Theft,39873,1,19,Kolhapur,16.705,74.2433,0.38,39.12,10,11,0
CP-00663,UPI Fraud,16299,14,8,Nashik,19.9975,73.7898,0.75,42.55,0,12,1
CP-00664,Phishing,69231,1,11,Nagpur,21.1458,79.0882,0.54,7.9,16,7,0
CP-00665,Phishing,88794,12,13,Pune,18.5204,73.8567,0.97,37.77,18,2,1
CP-00666,Online Shopping Fraud,38482,13,13,Nashik,19.9975,73.7898,0.15,17.14,15,1,0
CP-00667,Identity Theft,34913,2,13,Nashik,19.9975,73.7898,0.5,38.8,4,4,0
CP-00668,Phishing,26466,8,13,Thane,19.2183,72.9781,0.65,10.21,19,7,0
CP-00669,Identity Theft,35398,13,14,Pune,18.5204,73.8567,0.32,46.24,2,3,0
CP-00670,Phishing,48376,6,7,Nashik,19.9975,73.7898,0.32,29.9,0,9,0
CP-00671,Investment Fraud,81269,14,15,Nagpur,21.1458,79.0882,0.62,22.3,7,6,0
CP-00672,Investment Fraud,99817,12,3,Mumbai,19.076,72.8777,0.11,3.2,19,4,0
CP-00673,Online Shopping Fraud,45493,12,4,Pune,18.5204,73.8567,0.31,23.82,10,6,0
CP-00674,UPI Fraud,27212,9,17,Mumbai,19.076,72.8777,0.75,27.67,19,4,0
CP-00675,Online Shopping Fraud,76915,15,17,Nashik,19.9975,73.7898,0.04,8.93,9,6,0
CP-00676,UPI Fraud,7457,8,1,Nagpur,21.1458,79.0882,0.07,33.19,21,11,0
CP-00677,Investment Fraud,38837,14,13,Pune,18.5204,73.8567,0.23,19.34,22,3,0
CP-00678,UPI Fraud,78763,9,3,Nashik,19.9975,73.7898,0.19,25.28,14,0,0
CP-00679,Investment Fraud,69891,5,11,Mumbai,19.076,72.8777,0.49,37.35,0,11,0
CP-00680,Investment Fraud,82450,5,8,Nagpur,21.1458,79.0882,1.0,48.94,8,1,0
CP-00681,UPI Fraud,4362,9,9,Nashik,19.9975,73.7898,0.23,17.42,12,4,0
CP-00682,Online Shopping Fraud,50596,9,20,Kolhapur,16.705,74.2433,0.87,34.48,13,7,1
CP-00683,Online Shopping Fraud,56397,5,20,Mumbai,19.076,72.8777,0.33,27.34,6,4,0
CP-00684,Identity Theft,90159,13,7,Thane,19.2183,72.9781,0.86,15.8,22,4,1
CP-00685,Phishing,19525,11,19,Aurangabad,19.8762,75.3433,0.92,16.22,17,3,1
CP-00686,Investment Fraud,19573,12,1,Nagpur,21.1458,79.0882,0.77,44.07,13,13,0
CP-00687,UPI Fraud,98228,15,9,Nashik,19.9975,73.7898,0.15,9.8,4,5,0
CP-00688,Phishing,80713,10,9,Aurangabad,19.8762,75.3433,0.61,30.81,19,7,0
CP-00689,Investment Fraud,3918,6,3,Kolhapur,16.705,74.2433,0.69,24.09,16,15,0
CP-00690,UPI Fraud,51285,8,16,Mumbai,19.076,72.8777,0.14,10.07,1,13,0
CP-00691,Investment Fraud,54638,4,7,Nagpur,21.1458,79.0882,0.76,3.77,14,15,1
CP-00692,Investment Fraud,60471,15,8,Aurangabad,19.8762,75.3433,0.43,38.92,19,12,0
CP-00693,Online Shopping Fraud,80651,12,19,Nashik,19.9975,73.7898,0.59,26.5,22,1,0
CP-00694,UPI Fraud,59693,8,2,Pune,18.5204,73.8567,0.88,12.66,17,12,0
CP-00695,Identity Theft,51277,9,2,Thane,19.2183,72.9781,0.19,22.26,9,9,0
CP-00696,Identity Theft,55872,5,20,Mumbai,19.076,72.8777,0.92,34.65,4,14,1
CP-00697,Identity Theft,95218,9,4,Pune,18.5204,73.8567,0.18,29.48,22,4,0
CP-00698,Identity Theft,42896,8,1,Nashik,19.9975,73.7898,0.18,29.72,22,6,0
CP-00699,Investment Fraud,33278,6,6,Pune,18.5204,73.8567,0.72,6.62,3,14,1
CP-00700,Identity Theft,69157,12,13,Pune,18.5204,73.8567,0.73,48.77,19,5,0
CP-00701,Phishing,50386,1,6,Thane,19.2183,72.9781,0.91,28.49,21,4,0
CP-00702,Phishing,19453,3,2,Aurangabad,19.8762,75.3433,0.42,15.82,14,9,0
CP-00703,Identity Theft,17745,4,1,Pune,18.5204,73.8567,0.62,13.03,14,15,0
CP-00704,Identity Theft,1253,10,16,Thane,19.2183,72.9781,0.24,29.65,15,14,0
CP-00705,UPI Fraud,10907,10,20,Nashik,19.9975,73.7898,0.01,44.17,8,6,0
CP-00706,Investment Fraud,19932,1,12,Mumbai,19.076,72.8777,0.04,42.76,21,9,0
CP-00707,Identity Theft,6926,2,14,Pune,18.5204,73.8567,0.99,8.49,9,5,1
CP-00708,UPI Fraud,76386,6,2,Kolhapur,16.705,74.2433,0.09,15.32,11,12,0
CP-00709,Investment Fraud,56510,14,18,Aurangabad,19.8762,75.3433,0.06,23.81,3,8,0
CP-00710,Identity Theft,54732,9,7,Thane,19.2183,72.9781,0.7,30.8,3,2,0
CP-00711,Phishing,90763,10,10,Kolhapur,16.705,74.2433,0.43,42.47,8,11,0
CP-00712,Investment Fraud,74245,8,17,Thane,19.2183,72.9781,0.73,25.14,5,7,1
CP-00713,Online Shopping Fraud,707,2,1,Mumbai,19.076,72.8777,0.46,39.94,23,6,0
CP-00714,Phishing,54769,1,11,Nashik,19.9975,73.7898,0.35,40.4,6,0,0
CP-00715,UPI Fraud,37413,5,3,Kolhapur,16.705,74.2433,0.31,25.58,10,0,0
CP-00716,Phishing,44184,6,13,Kolhapur,16.705,74.2433,0.72,30.99,0,5,1
CP-00717,Identity Theft,44794,15,16,Nagpur,21.1458,79.0882,0.92,39.96,20,4,1
CP-00718,Online Shopping Fraud,82708,8,18,Mumbai,19.076,72.8777,0.9,23.39,13,1,1
CP-00719,Investment Fraud,74548,12,11,Nagpur,21.1458,79.0882,0.56,1.43,18,10,1
CP-00720,Online Shopping Fraud,20069,5,1,Pune,18.5204,73.8567,0.34,19.07,17,5,0
CP-00721,UPI Fraud,51561,3,20,Thane,19.2183,72.9781,0.12,39.23,9,10,0
CP-00722,Online Shopping Fraud,54746,2,16,Nagpur,21.1458,79.0882,0.88,18.89,9,6,0
CP-00723,Online Shopping Fraud,23439,2,12,Nagpur,21.1458,79.0882,0.78,39.0,2,14,1
CP-00724,Investment Fraud,63763,15,17,Pune,18.5204,73.8567,0.15,17.34,15,9,0
CP-00725,Identity Theft,13378,14,17,Mumbai,19.076,72.8777,0.68,7.07,23,1,1
CP-00726,Investment Fraud,94043,14,17,Nashik,19.9975,73.7898,0.12,15.89,1,2,0
CP-00727,Phishing,6547,2,17,Nashik,19.9975,73.7898,0.77,37.4,0,9,1
CP-00728,Investment Fraud,26787,4,10,Nagpur,21.1458,79.0882,0.28,16.3,14,3,0
CP-00729,Phishing,21143,5,4,Mumbai,19.076,72.8777,0.02,31.34,16,3,0
CP-00730,Phishing,46416,9,11,Thane,19.2183,72.9781,0.27,47.19,9,7,0
CP-00731,UPI Fraud,41312,10,11,Pune,18.5204,73.8567,0.54,3.01,0,15,1
CP-00732,Online Shopping Fraud,50779,1,3,Pune,18.5204,73.8567,0.43,9.36,19,14,0
CP-00733,Identity Theft,41452,6,7,Nagpur,21.1458,79.0882,0.71,33.71,17,2,0
CP-00734,Identity Theft,17774,2,15,Thane,19.2183,72.9781,0.1,15.86,20,14,0
CP-00735,Investment Fraud,29833,3,20,Mumbai,19.076,72.8777,0.26,18.49,5,10,0
CP-00736,Investment Fraud,64398,1,3,Nashik,19.9975,73.7898,0.48,17.9,14,5,0
CP-00737,Investment Fraud,46193,10,19,Aurangabad,19.8762,75.3433,0.13,5.6,22,3,0
CP-00738,Online Shopping Fraud,85624,2,10,Thane,19.2183,72.9781,0.53,20.34,13,7,0
CP-00739,Identity Theft,72320,3,16,Mumbai,19.076,72.8777,0.38,17.37,22,13,0
CP-00740,UPI Fraud,45352,9,8,Thane,19.2183,72.9781,0.17,33.65,23,15,0
CP-00741,Identity Theft,78628,8,11,Thane,19.2183,72.9781,0.56,41.19,5,9,0
CP-00742,UPI Fraud,78915,2,20,Pune,18.5204,73.8567,0.77,19.26,15,1,0
CP-00743,Phishing,18708,15,19,Mumbai,19.076,72.8777,0.9,31.99,0,4,1
CP-00744,Investment Fraud,70132,5,13,Nashik,19.9975,73.7898,0.62,22.63,6,10,0
CP-00745,Online Shopping Fraud,89571,5,14,Thane,19.2183,72.9781,0.72,45.8,2,0,0
CP-00746,UPI Fraud,53478,14,5,Thane,19.2183,72.9781,0.85,3.59,17,1,1
CP-00747,Identity Theft,73904,14,12,Kolhapur,16.705,74.2433,0.11,14.47,0,7,0
CP-00748,Phishing,77853,7,11,Kolhapur,16.705,74.2433,0.71,20.6,13,6,0
CP-00749,Investment Fraud,18728,4,18,Nashik,19.9975,73.7898,0.38,46.26,13,4,0
CP-00750,Identity Theft,88326,3,5,Aurangabad,19.8762,75.3433,0.01,32.6,4,15,0
CP-00751,Online Shopping Fraud,11597,3,14,Mumbai,19.076,72.8777,0.86,44.73,22,13,1
CP-00752,Phishing,60058,9,14,Mumbai,19.076,72.8777,0.55,22.78,11,7,0
CP-00753,Identity Theft,79742,1,19,Nashik,19.9975,73.7898,0.5,36.68,22,8,0
CP-00754,UPI Fraud,76043,6,2,Thane,19.2183,72.9781,0.98,28.62,22,11,0
CP-00755,Online Shopping Fraud,63615,12,3,Thane,19.2183,72.9781,0.14,36.7,8,14,0
CP-00756,Online Shopping Fraud,69097,15,20,Pune,18.5204,73.8567,0.09,23.89,23,2,0
CP-00757,Identity Theft,76473,5,20,Aurangabad,19.8762,75.3433,0.05,17.51,0,15,0
CP-00758,Phishing,62003,10,11,Thane,19.2183,72.9781,0.42,48.05,9,9,0
CP-00759,UPI Fraud,91601,15,20,Pune,18.5204,73.8567,0.75,36.49,18,8,1
CP-00760,Investment Fraud,62518,10,6,Kolhapur,16.705,74.2433,0.57,32.99,9,0,0
CP-00761,Online Shopping Fraud,11314,3,17,Nashik,19.9975,73.7898,0.08,39.3,8,4,0
CP-00762,Identity Theft,36573,14,9,Nagpur,21.1458,79.0882,0.01,6.02,5,4,0
CP-00763,UPI Fraud,23489,5,8,Nagpur,21.1458,79.0882,0.48,40.07,1,10,0
CP-00764,Phishing,78559,15,5,Mumbai,19.076,72.8777,0.84,37.76,13,12,1
CP-00765,Investment Fraud,58195,12,6,Kolhapur,16.705,74.2433,0.21,36.85,11,1,0
CP-00766,Identity Theft,15703,1,6,Aurangabad,19.8762,75.3433,0.46,24.07,15,7,0
CP-00767,Investment Fraud,92985,7,16,Kolhapur,16.705,74.2433,0.26,26.76,13,0,0
CP-00768,Online Shopping Fraud,59327,7,11,Aurangabad,19.8762,75.3433,0.96,34.3,1,3,1
CP-00769,Investment Fraud,46876,14,14,Kolhapur,16.705,74.2433,0.61,32.78,8,10,1
CP-00770,Online Shopping Fraud,13381,5,19,Nagpur,21.1458,79.0882,0.39,38.77,23,7,0
CP-00771,UPI Fraud,26049,9,11,Aurangabad,19.8762,75.3433,0.68,49.66,10,0,0
CP-00772,Phishing,9406,1,14,Aurangabad,19.8762,75.3433,0.1,5.64,14,11,0
CP-00773,Online Shopping Fraud,37632,5,7,Kolhapur,16.705,74.2433,0.03,31.16,1,6,0
CP-00774,UPI Fraud,16463,12,4,Kolhapur,16.705,74.2433,0.09,30.43,12,5,0
CP-00775,Investment Fraud,24651,5,10,Kolhapur,16.705,74.2433,0.47,46.84,20,14,0
CP-00776,Identity Theft,56465,12,11,Aurangabad,19.8762,75.3433,0.26,39.15,8,1,0
CP-00777,Identity Theft,44101,1,9,Nashik,19.9975,73.7898,0.96,13.6,14,2,0
CP-00778,Phishing,80493,7,6,Mumbai,19.076,72.8777,0.65,5.87,17,13,0
CP-00779,Online Shopping Fraud,84823,2,15,Thane,19.2183,72.9781,0.72,5.61,2,2,0
CP-00780,UPI Fraud,33346,13,15,Kolhapur,16.705,74.2433,0.02,25.14,20,0,0
CP-00781,Online Shopping Fraud,51681,5,5,Kolhapur,16.705,74.2433,0.7,45.28,18,0,0
CP-00782,UPI Fraud,64814,8,14,Kolhapur,16.705,74.2433,0.4,36.52,2,7,0
CP-00783,Investment Fraud,90842,14,16,Nashik,19.9975,73.7898,0.12,27.0,11,10,0
CP-00784,Identity Theft,7734,11,3,Nashik,19.9975,73.7898,0.37,42.74,10,2,0
CP-00785,Investment Fraud,38505,11,7,Aurangabad,19.8762,75.3433,0.18,2.45,12,6,0
CP-00786,Phishing,51631,15,4,Kolhapur,16.705,74.2433,0.63,18.28,2,14,1
CP-00787,UPI Fraud,5179,4,1,Mumbai,19.076,72.8777,0.72,29.85,15,12,0
CP-00788,UPI Fraud,71351,11,10,Aurangabad,19.8762,75.3433,0.5,48.27,14,0,0
CP-00789,Online Shopping Fraud,7847,6,2,Nagpur,21.1458,79.0882,0.41,10.98,20,14,0
CP-00790,UPI Fraud,97631,10,8,Mumbai,19.076,72.8777,0.92,2.33,4,15,1
CP-00791,Investment Fraud,81551,1,8,Nashik,19.9975,73.7898,0.7,6.96,5,1,0
CP-00792,Identity Theft,13252,8,20,Aurangabad,19.8762,75.3433,0.17,29.76,3,3,0
CP-00793,Investment Fraud,81191,4,3,Thane,19.2183,72.9781,0.8,21.6,23,12,1
CP-00794,Online Shopping Fraud,90164,10,18,Pune,18.5204,73.8567,0.14,41.9,6,1,0
CP-00795,Online Shopping Fraud,44475,2,4,Mumbai,19.076,72.8777,0.27,38.0,5,11,0
CP-00796,Phishing,57996,4,19,Mumbai,19.076,72.8777,0.04,5.45,20,12,0
CP-00797,Identity Theft,64327,2,1,Pune,18.5204,73.8567,0.01,46.34,22,9,0
CP-00798,Identity Theft,62891,12,5,Kolhapur,16.705,74.2433,0.21,32.17,16,14,0
CP-00799,Investment Fraud,23378,10,2,Mumbai,19.076,72.8777,0.6,36.0,19,2,0
CP-00800,Online Shopping Fraud,55391,1,18,Nagpur,21.1458,79.0882,0.24,6.32,16,3,0
CP-00801,UPI Fraud,71242,9,8,Nagpur,21.1458,79.0882,0.46,31.51,6,8,0
CP-00802,Phishing,15269,13,5,Mumbai,19.076,72.8777,0.69,48.44,15,15,0
CP-00803,Investment Fraud,88336,15,2,Mumbai,19.076,72.8777,0.05,18.53,6,13,0
CP-00804,Phishing,81347,13,15,Nagpur,21.1458,79.0882,0.04,37.15,17,5,0
CP-00805,Online Shopping Fraud,4309,8,17,Aurangabad,19.8762,75.3433,0.12,44.81,23,14,0
CP-00806,Investment Fraud,43225,7,7,Thane,19.2183,72.9781,0.75,44.97,7,3,0
CP-00807,Identity Theft,13353,4,14,Mumbai,19.076,72.8777,0.87,19.09,7,2,0
CP-00808,Identity Theft,63992,1,14,Thane,19.2183,72.9781,0.14,46.43,14,5,0
CP-00809,Phishing,18378,8,7,Nagpur,21.1458,79.0882,0.63,48.79,6,10,0
CP-00810,Identity Theft,91229,10,2,Pune,18.5204,73.8567,0.28,6.0,14,14,0
CP-00811,Online Shopping Fraud,45533,4,10,Mumbai,19.076,72.8777,0.6,39.58,20,5,0
CP-00812,Identity Theft,30607,2,14,Thane,19.2183,72.9781,0.86,24.72,6,15,1
CP-00813,Online Shopping Fraud,2401,12,14,Nagpur,21.1458,79.0882,0.74,12.71,10,13,1
CP-00814,Identity Theft,78064,3,19,Mumbai,19.076,72.8777,0.9,21.18,1,1,1
CP-00815,Identity Theft,66588,1,14,Kolhapur,16.705,74.2433,0.53,24.22,22,3,0
CP-00816,Phishing,32024,2,18,Nashik,19.9975,73.7898,0.75,34.81,13,6,0
CP-00817,Online Shopping Fraud,39269,4,3,Nagpur,21.1458,79.0882,0.02,33.62,5,14,0
CP-00818,Phishing,77001,1,15,Kolhapur,16.705,74.2433,0.46,7.36,22,12,0
CP-00819,Identity Theft,49051,11,15,Aurangabad,19.8762,75.3433,0.7,0.57,20,2,1
CP-00820,UPI Fraud,44134,9,2,Kolhapur,16.705,74.2433,0.3,37.77,22,6,0
CP-00821,UPI Fraud,44500,12,2,Thane,19.2183,72.9781,0.51,45.55,11,1,0
CP-00822,Online Shopping Fraud,48418,8,20,Nashik,19.9975,73.7898,0.04,18.64,20,2,0
CP-00823,Phishing,27332,3,11,Kolhapur,16.705,74.2433,0.24,6.12,15,6,0
CP-00824,Investment Fraud,46730,15,9,Nagpur,21.1458,79.0882,0.5,21.43,1,2,0
CP-00825,Identity Theft,59798,8,17,Nagpur,21.1458,79.0882,0.53,6.57,22,9,0
CP-00826,Identity Theft,48753,13,3,Thane,19.2183,72.9781,0.19,44.26,2,2,0
CP-00827,Phishing,38297,2,4,Mumbai,19.076,72.8777,0.16,6.05,4,15,0
CP-00828,Identity Theft,27272,9,1,Aurangabad,19.8762,75.3433,0.29,48.49,17,4,0
CP-00829,Identity Theft,55567,8,1,Nagpur,21.1458,79.0882,0.29,3.62,7,10,0
CP-00830,Identity Theft,45430,11,11,Thane,19.2183,72.9781,0.49,33.46,16,14,0
